,Lever position (lp) [ ],Ship speed (v) [knots],Gas Turbine shaft torque (GTT) [kN m],Gas Turbine rate of revolutions (GTn) [rpm],Gas Generator rate of revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN],Port Propeller Torque (Tp) [kN],HP Turbine exit temperature (T48) [C],GT Compressor inlet air temperature (T1) [C],GT Compressor outlet air temperature (T2) [C],HP Turbine exit pressure (P48) [bar],GT Compressor inlet air pressure (P1) [bar],GT Compressor outlet air pressure (P2) [bar],Gas Turbine exhaust gas pressure (Pexh) [bar],Turbine Injecton Control (TIC) [%],Fuel flow (mf) [kg/s],GT Compressor decay state coefficient.,GT Turbine decay state coefficient.
3125,4.161,12,14718.667,1547.446,7715.593,113.743,113.743,644.406,288,606.054,1.664,0.998,9.031,1.022,17.426,0.345,0.985,0.976
3126,3.144,9,8374.69,1386.732,7032.957,60.305,60.305,582.057,288,577.618,1.393,0.998,7.549,1.02,12.178,0.241,0.992,0.981
3127,2.088,6,6359.433,1389.197,6799.341,30.574,30.574,583.845,288,569.681,1.319,0.998,7.089,1.02,1.03,0.233,0.986,0.992
3128,3.144,9,8377.901,1386.751,7093.698,60.336,60.336,590.313,288,582.287,1.39,0.998,7.516,1.02,12.475,0.247,0.968,0.984
3129,7.148,21,38987.696,2678.077,9130.091,332.159,332.159,827.365,288,691.552,2.968,0.998,15.502,1.035,44.061,0.872,0.969,0.989
3130,5.14,15,21633.642,1924.313,8486.875,175.277,175.277,724.084,288,642.744,2.081,0.998,11.189,1.026,26.017,0.515,0.96,0.977
3131,7.148,21,39009.381,2678.007,9115.828,332.438,332.438,809.542,288,682.975,2.988,0.998,15.615,1.036,43.126,0.854,0.998,0.988
3132,3.144,9,8376.429,1386.741,7076.016,60.318,60.318,567.572,288,574.838,1.391,0.998,7.42,1.021,11.565,0.229,0.993,0.999
3133,7.148,21,38996.725,2678.054,9121.603,332.327,332.327,836.364,288,692.063,2.978,0.998,15.724,1.035,44.859,0.888,0.974,0.977
3134,6.175,18,29763.89,2306.803,8807.474,245.955,245.955,753.925,288,661.365,2.509,0.998,13.117,1.031,33.037,0.654,0.991,0.998
3135,4.161,12,14725.068,1547.47,7806.748,113.794,113.794,655.19,288,612.71,1.656,0.998,8.943,1.022,17.809,0.353,0.95,0.982
3136,7.148,21,38989.172,2678.071,9127.503,332.282,332.282,837.572,288,693.845,2.971,0.998,15.628,1.035,44.816,0.887,0.966,0.981
3137,4.161,12,14722.903,1547.46,7771.814,113.785,113.785,657.225,288,611.849,1.659,0.998,9.016,1.022,17.942,0.355,0.959,0.975
3138,6.175,18,29763.538,2306.814,8807.468,245.951,245.951,760.144,288,663.159,2.509,0.998,13.162,1.031,33.419,0.662,0.987,0.994
3139,9.3,27,72780.015,3560.419,9770.906,644.846,644.846,1066.432,288,776.758,4.498,0.998,22.295,1.05,88.054,1.743,0.974,1
3140,5.14,15,21630.96,1924.331,8484.26,175.298,175.298,702.102,288,636.259,2.082,0.998,11.054,1.026,24.854,0.492,0.976,0.991
3141,8.206,24,50997.502,3087.626,9322.912,438.025,438.025,939.722,288,739.828,3.566,0.998,18.376,1.041,61.281,1.213,0.95,0.987
3142,3.144,9,8379.947,1386.762,7137.182,60.362,60.362,588.42,288,583.285,1.388,0.998,7.454,1.02,12.375,0.245,0.958,0.992
3143,9.3,27,72756.939,3560.359,9733.498,644.922,644.922,1070.847,288,775.098,4.545,0.998,23.039,1.051,89.415,1.77,0.989,0.976
3144,2.088,6,3620.363,1346.847,6815.408,22.768,22.768,536.435,288,563.928,1.221,0.998,6.588,1.019,20.704,0.18,0.961,0.987
3145,9.3,27,72765.729,3560.388,9751.557,645.087,645.087,1077.476,288,777.928,4.524,0.998,22.802,1.05,89.616,1.774,0.978,0.982
3146,7.148,21,39006.289,2678.031,9118.329,332.366,332.366,804.564,288,682.135,2.985,0.998,15.53,1.036,42.726,0.846,0.998,0.993
3147,1.138,3,4443.573,1412.165,6710.161,11.131,11.131,556.705,288,562.377,1.258,0.998,6.71,1.019,0,0.197,0.982,0.998
3148,2.088,6,5836.472,1393.003,6801.104,31.283,31.283,571.421,288,568.498,1.305,0.998,7.013,1.02,0,0.214,0.984,0.99
3149,8.206,24,50994.711,3087.538,9316.363,438.118,438.118,927.71,288,735.116,3.573,0.998,18.36,1.041,60.473,1.197,0.963,0.99
3150,4.161,12,14719.156,1547.455,7739.039,113.752,113.752,622.763,288,601.03,1.662,0.998,8.85,1.023,16.399,0.325,0.993,0.997
3151,2.088,6,2836.802,1365.996,6804.292,26.184,26.184,502.817,288,559.238,1.199,0.998,6.46,1.019,8.595,0.132,0.969,0.985
3152,5.14,15,21627.912,1924.315,8471.508,175.241,175.241,709.626,288,637.081,2.086,0.998,11.173,1.026,25.315,0.501,0.98,0.981
3153,1.138,3,777.418,1345.737,6637.854,7.294,7.294,473.871,288,548.604,1.116,0.998,6.041,1.019,12.094,0.101,0.972,0.979
3154,2.088,6,5639.643,1347.593,6804.952,22.958,22.958,601.383,288,574.173,1.285,0.998,7.004,1.019,23.385,0.257,0.957,0.979
3155,8.206,24,50996.937,3087.577,9316.832,438.033,438.033,947.31,288,740.137,3.577,0.998,18.603,1.041,62.088,1.229,0.954,0.977
3156,7.148,21,38983.902,2678.082,9134.073,332.114,332.114,824.339,288,691.649,2.963,0.998,15.408,1.035,43.77,0.867,0.966,0.994
3157,9.3,27,72755.919,3560.363,9726.223,645.016,645.016,1060.542,288,772.08,4.552,0.998,23.037,1.052,88.594,1.754,0.997,0.978
3158,5.14,15,21622.969,1924.314,8457.669,175.213,175.213,700.502,288,633.067,2.091,0.998,11.186,1.027,24.885,0.493,0.996,0.982
3159,5.14,15,21633.839,1924.315,8487.732,175.26,175.26,721.573,288,642.127,2.081,0.998,11.167,1.026,25.881,0.512,0.961,0.979
3160,7.148,21,38989.357,2678.081,9129.704,332.277,332.277,818.368,288,688.868,2.969,0.998,15.438,1.036,43.449,0.86,0.975,0.994
3161,6.175,18,29763.123,2306.741,8801.356,245.947,245.947,747.892,288,659.083,2.511,0.998,13.107,1.031,32.696,0.647,0.999,1
3162,5.14,15,21636.975,1924.342,8503.387,175.311,175.311,709.606,288,640.351,2.076,0.998,11.004,1.026,25.173,0.498,0.958,0.993
3163,4.161,12,14716.713,1547.44,7691.159,113.723,113.723,635.555,288,602.628,1.667,0.998,9.017,1.023,17.047,0.337,0.999,0.979
3164,2.088,6,4351.076,1392.804,6737.707,31.193,31.193,532.709,288,561.212,1.259,0.998,6.827,1.02,0,0.166,1,0.978
3165,1.138,3,3322.172,1364.739,6589.002,8.254,8.254,542.534,288,556.896,1.214,0.998,6.616,1.019,9.203,0.182,0.999,0.975
3166,5.14,15,21637.365,1924.352,8506.91,175.321,175.321,702.884,288,638.789,2.075,0.998,10.941,1.026,24.797,0.491,0.96,0.999
3167,5.14,15,21627.117,1924.329,8473.022,175.225,175.225,695.981,288,633.363,2.086,0.998,11.072,1.027,24.572,0.486,0.988,0.991
3168,9.3,27,72776.312,3560.401,9751.766,645.128,645.128,1048.764,288,770.85,4.52,0.998,22.432,1.051,86.848,1.719,0.991,0.999
3169,2.088,6,5569.745,1394.124,6804.044,31.494,31.494,564.262,288,567.644,1.297,0.998,6.963,1.02,0,0.205,0.983,0.99
3170,6.175,18,29781.822,2307.4,8814.661,246.15,246.15,774.339,288,667.824,2.507,0.998,13.236,1.03,34.257,0.678,0.974,0.987
3171,7.148,21,39007.12,2678.013,9116.038,332.485,332.485,821.742,288,686.534,2.987,0.998,15.708,1.036,43.97,0.871,0.99,0.981
3172,4.161,12,14722.586,1547.464,7780.853,113.784,113.784,638.518,288,607.083,1.658,0.998,8.881,1.023,17.08,0.338,0.969,0.991
3173,6.175,18,29763.346,2306.823,8807.502,245.929,245.929,764.853,288,664.515,2.508,0.998,13.197,1.031,33.706,0.667,0.984,0.991
3174,3.144,9,8376.178,1386.741,7058.577,60.319,60.319,589.851,288,580.868,1.392,0.998,7.557,1.02,12.476,0.247,0.978,0.979
3175,2.088,6,6804.076,1363.758,6836.062,25.915,25.915,629.367,288,579.931,1.323,0.998,7.2,1.019,16.701,0.286,0.95,0.981
3176,9.3,27,72781.758,3560.434,9793.07,644.999,644.999,1091.194,288,784.706,4.472,0.998,22.184,1.049,89.815,1.778,0.953,0.999
3177,6.175,18,29761.027,2306.777,8801.543,245.921,245.921,784.312,288,669.528,2.51,0.998,13.373,1.03,34.921,0.691,0.976,0.977
3178,9.3,27,72762.994,3560.379,9743.847,644.828,644.828,1071.796,288,775.997,4.533,0.998,22.869,1.051,89.26,1.767,0.984,0.981
3179,8.206,24,50989.976,3087.302,9297.367,438,438,923.624,288,729.312,3.601,0.998,18.699,1.042,60.664,1.201,0.988,0.978
3180,6.175,18,29761.832,2306.763,8803.408,245.927,245.927,770.773,288,665.847,2.51,0.998,13.262,1.03,34.089,0.675,0.983,0.986
3181,2.088,6,3672.757,1385.403,6835.162,29.8,29.8,514.428,288,561.552,1.231,0.998,6.578,1.02,0,0.143,0.971,0.994
3182,6.175,18,29794.352,2307.341,8833.481,246.263,246.263,793.133,288,674.795,2.5,0.998,13.275,1.03,35.295,0.699,0.951,0.981
3183,7.148,21,38984.571,2678.08,9132.53,332.139,332.139,830.719,288,693.108,2.964,0.998,15.486,1.035,44.24,0.876,0.964,0.989
3184,9.3,27,72763.303,3560.378,9738.873,644.962,644.962,1063.563,288,773.622,4.538,0.998,22.854,1.051,88.59,1.754,0.99,0.983
3185,8.206,24,50993.484,3087.477,9306.795,438.086,438.086,908.425,288,727.713,3.585,0.998,18.335,1.042,59.161,1.171,0.984,0.995
3186,5.14,15,21626.921,1924.307,8467.058,175.213,175.213,716.011,288,638.417,2.088,0.998,11.241,1.026,25.678,0.508,0.979,0.975
3187,7.148,21,38986.859,2678.077,9130.56,332.154,332.154,829.717,288,692.341,2.967,0.998,15.512,1.035,44.213,0.875,0.967,0.988
3188,8.206,24,50994.608,3087.523,9309.532,437.96,437.96,930.252,288,734.018,3.584,0.998,18.53,1.041,60.874,1.205,0.97,0.983
3189,7.148,21,38997.853,2678.069,9124.036,332.335,332.335,807.312,288,684.302,2.977,0.998,15.451,1.036,42.799,0.847,0.989,0.996
3190,9.3,27,72774.321,3560.411,9763.114,644.866,644.866,1070.137,288,777.01,4.509,0.998,22.493,1.05,88.617,1.754,0.976,0.993
3191,1.138,3,2392.075,1308.722,6693.063,5.35,5.35,541.619,288,559.061,1.169,0.998,6.299,1.019,31.5,0.193,0.952,0.992
3192,5.14,15,21630.539,1924.332,8483.311,175.245,175.245,701.587,288,636.015,2.083,0.998,11.056,1.026,24.83,0.492,0.977,0.991
3193,3.144,9,8375.985,1386.739,7066.603,60.323,60.323,568.257,288,574.709,1.391,0.998,7.435,1.021,11.598,0.23,0.995,0.997
3194,2.088,6,5933.006,1392.669,6794.102,31.218,31.218,573.879,288,568.515,1.308,0.998,7.034,1.02,0,0.218,0.986,0.989
3195,4.161,12,14720.531,1547.453,7743.265,113.741,113.741,644.931,288,607.331,1.662,0.998,8.986,1.022,17.417,0.345,0.976,0.98
3196,1.138,3,3957.842,1311.171,6674.933,5.432,5.432,577.083,288,562.408,1.22,0.998,6.562,1.019,32.097,0.239,0.966,0.996
3197,3.144,9,8374.557,1386.731,7035.021,60.304,60.304,574.727,288,575.512,1.393,0.998,7.508,1.021,11.879,0.235,0.998,0.987
3198,9.3,27,72762.395,3560.392,9765.896,644.882,644.882,1099.977,288,784.394,4.51,0.998,22.834,1.049,91.396,1.809,0.962,0.977
3199,4.161,12,14721.735,1547.459,7762.655,113.763,113.763,645.021,288,608.143,1.66,0.998,8.953,1.022,17.399,0.344,0.97,0.983
3200,9.3,27,72774.127,3560.388,9741.225,644.927,644.927,1040.089,288,767.894,4.533,0.998,22.517,1.052,86.272,1.708,1,0.998
3201,8.206,24,50994.546,3087.532,9316.619,437.972,437.972,924.964,288,734.482,3.572,0.998,18.322,1.041,60.241,1.193,0.964,0.992
3202,4.161,12,14719.775,1547.457,7747.842,113.756,113.756,624.506,288,601.868,1.661,0.998,8.846,1.023,16.47,0.326,0.989,0.997
3203,7.148,21,38987.458,2678.078,9130.072,332.265,332.265,829.047,288,692.031,2.968,0.998,15.516,1.035,44.177,0.875,0.968,0.988
3204,1.138,3,6266.954,1327.109,6692.696,6.34,6.34,641.192,288,573.47,1.292,0.998,6.989,1.019,28.008,0.309,0.959,0.992
3205,4.161,12,14723.421,1547.467,7792.319,113.783,113.783,640.796,288,608.172,1.657,0.998,8.876,1.022,17.172,0.34,0.964,0.991
3206,2.088,6,4296.961,1392.168,6790.318,31.076,31.076,534.415,288,563.713,1.255,0.998,6.773,1.02,0,0.166,0.982,0.984
3207,7.148,21,39005.544,2678.04,9119.396,332.361,332.361,799.377,288,680.886,2.984,0.998,15.47,1.036,42.34,0.838,1,0.997
3208,9.3,27,72776.398,3560.422,9771.621,644.796,644.796,1077.082,288,779.398,4.498,0.998,22.42,1.05,89.06,1.763,0.969,0.994
3209,1.138,3,5857.753,1320.913,6696.907,6.026,6.026,636.612,288,573.428,1.278,0.998,6.926,1.019,30.344,0.303,0.953,0.99
3210,3.144,9,8379.423,1386.759,7124.547,60.351,60.351,591.175,288,583.656,1.388,0.998,7.483,1.02,12.492,0.247,0.959,0.988
3211,7.148,21,38990.711,2678.082,9129.288,332.308,332.308,812.777,288,687.15,2.97,0.998,15.401,1.036,43.07,0.853,0.979,0.997
3212,3.144,9,8380.474,1386.765,7150.36,60.364,60.364,583.203,288,582.186,1.387,0.998,7.412,1.02,12.159,0.241,0.959,0.998
3213,2.088,6,5107.432,1394.535,6808.704,31.554,31.554,552.603,288,566.355,1.282,0.998,6.884,1.02,0,0.19,0.981,0.99
3214,1.138,3,1341.723,1391.603,6714.114,10.018,10.018,490.661,288,556.617,1.142,0.998,6.185,1.019,0,0.107,0.95,0.978
3215,6.175,18,29794.934,2307.314,8835.483,246.289,246.289,789.263,288,673.879,2.499,0.998,13.236,1.03,35.051,0.694,0.952,0.984
3216,1.138,3,4293.887,1339.572,6619.776,6.925,6.925,579.061,288,561.687,1.239,0.998,6.722,1.019,22.514,0.236,0.987,0.984
3217,5.14,15,21632.683,1924.338,8490.771,175.309,175.309,701.331,288,636.704,2.08,0.998,11.014,1.026,24.784,0.491,0.972,0.994
3218,3.144,9,8375.905,1386.738,7067.59,60.314,60.314,564.694,288,573.668,1.391,0.998,7.416,1.021,11.451,0.227,0.998,1
3219,7.148,21,38991.506,2678.076,9127.189,332.25,332.25,823.382,288,689.703,2.972,0.998,15.522,1.036,43.848,0.868,0.975,0.989
3220,9.3,27,72762.016,3560.382,9754.127,645.062,645.062,1088.608,288,780.814,4.523,0.998,22.9,1.05,90.623,1.794,0.972,0.977
3221,6.175,18,29761.296,2306.794,8798.403,246.016,246.016,781.141,288,668.35,2.511,0.998,13.367,1.03,34.748,0.688,0.98,0.978
3222,2.088,6,4584.395,1393.534,6802.881,31.349,31.349,540.75,288,564.844,1.265,0.998,6.806,1.02,0,0.175,0.98,0.987
3223,7.148,21,38994.155,2678.059,9122.998,332.324,332.324,841.811,288,693.953,2.976,0.998,15.742,1.035,45.202,0.895,0.969,0.975
3224,2.088,6,6921.153,1378.141,6776.726,28.516,28.516,601.825,288,570.645,1.333,0.998,7.187,1.02,8.008,0.261,0.991,0.99
3225,9.3,27,72771.033,3560.393,9743.372,644.758,644.758,1050.644,288,770.7,4.531,0.998,22.611,1.052,87.238,1.727,0.994,0.993
3226,5.14,15,21633.659,1924.332,8491.938,175.315,175.315,707.728,288,638.646,2.08,0.998,11.052,1.026,25.123,0.497,0.967,0.99
3227,9.3,27,72758.994,3560.371,9742.722,645.012,645.012,1079.515,288,777.828,4.535,0.998,22.986,1.051,90.026,1.782,0.981,0.976
3228,1.138,3,2776.759,1406.24,6675.234,10.696,10.696,504.904,288,552.892,1.2,0.998,6.4,1.019,0,0.137,0.994,0.996
3229,3.144,9,8375.598,1386.736,7060.4,60.305,60.305,565.799,288,573.746,1.392,0.998,7.43,1.021,11.5,0.228,0.999,0.998
3230,1.138,3,2479.701,1328.888,6621.545,6.363,6.363,536.422,288,556.397,1.177,0.998,6.401,1.019,24.87,0.183,0.977,0.98
3231,4.161,12,14717.518,1547.447,7712.132,113.734,113.734,624.789,288,600.513,1.664,0.998,8.91,1.023,16.524,0.327,1,0.991
3232,6.175,18,29761.562,2306.825,8784.037,245.978,245.978,764.471,288,662.325,2.517,0.998,13.323,1.031,33.813,0.669,1,0.984
3233,1.138,3,3361.779,1364.052,6592.991,8.461,8.461,545.016,288,557.459,1.215,0.998,6.623,1.019,9.966,0.185,0.997,0.975
3234,6.175,18,29770.047,2307.129,8812.406,245.994,245.994,786.242,288,671.024,2.506,0.998,13.332,1.03,34.982,0.693,0.968,0.979
3235,6.175,18,29790.956,2307.465,8821.578,246.214,246.214,790.575,288,673.021,2.504,0.998,13.32,1.03,35.208,0.697,0.96,0.979
3236,4.161,12,14721.336,1547.459,7761.285,113.752,113.752,638.394,288,606.263,1.66,0.998,8.913,1.023,17.097,0.338,0.975,0.988
3237,7.148,21,38981.157,2678.08,9136.012,332.066,332.066,830.39,288,693.862,2.96,0.998,15.422,1.035,44.144,0.874,0.96,0.992
3238,1.138,3,3291.735,1387.701,6633.409,9.717,9.717,542.959,288,559.85,1.216,0.998,6.622,1.019,5.011,0.177,0.985,0.975
3239,5.14,15,21637.632,1924.348,8507.102,175.305,175.305,707.287,288,640.068,2.075,0.998,10.969,1.026,25.033,0.496,0.957,0.996
3240,9.3,27,72773.938,3560.431,9780.839,644.977,644.977,1093.091,288,784.005,4.489,0.998,22.455,1.049,90.343,1.788,0.958,0.99
3241,8.206,24,50986.336,3087.18,9295.35,438.011,438.011,924.473,288,729.052,3.604,0.998,18.747,1.042,60.784,1.203,0.99,0.976
3242,6.175,18,29789.875,2307.504,8817,246.219,246.219,778.681,288,669.247,2.506,0.998,13.257,1.03,34.516,0.683,0.97,0.985
3243,2.088,6,6102.442,1351.655,6831.687,23.708,23.708,610.643,288,576.322,1.299,0.998,7.053,1.019,21.991,0.268,0.952,0.984
3244,8.206,24,50994.5,3087.518,9309.111,438.059,438.059,931.311,288,734.182,3.585,0.998,18.551,1.041,60.972,1.207,0.97,0.982
3245,2.088,6,4085.123,1390.809,6756.784,30.806,30.806,531.612,288,562.769,1.249,0.998,6.786,1.02,0,0.162,0.988,0.976
3246,8.206,24,50993.223,3087.456,9297.906,438.091,438.091,908.483,288,725.507,3.599,0.998,18.518,1.042,59.412,1.176,0.995,0.988
3247,8.206,24,50995.932,3087.594,9323.835,437.973,437.973,932.288,288,738.226,3.562,0.998,18.257,1.041,60.632,1.2,0.952,0.993
3248,8.206,24,50988.209,3087.229,9291.265,437.955,437.955,914.811,288,725.554,3.61,0.998,18.721,1.042,60.106,1.19,1,0.979
3249,3.144,9,8377.437,1386.748,7088.424,60.335,60.335,582.737,288,579.838,1.39,0.998,7.484,1.02,12.174,0.241,0.976,0.989
3250,1.138,3,1821.136,1311.246,6687.627,5.458,5.458,519.486,288,554.91,1.15,0.998,6.173,1.019,29.162,0.168,0.957,0.994
3251,3.144,9,8377.383,1386.747,7089.64,60.339,60.339,577.824,288,578.41,1.39,0.998,7.457,1.02,11.975,0.237,0.98,0.993
3252,3.144,9,8375.843,1386.738,7064.751,60.321,60.321,566.643,288,574.156,1.391,0.998,7.429,1.021,11.533,0.228,0.997,0.998
3253,1.138,3,4192.166,1414.01,6714.588,11.267,11.267,553.841,288,562.952,1.25,0.998,6.689,1.019,0,0.191,0.977,0.995
3254,6.175,18,29790.968,2307.445,8819.952,246.257,246.257,770.604,288,667.205,2.505,0.998,13.181,1.03,34.009,0.673,0.973,0.991
3255,8.206,24,50993.313,3087.458,9299.216,437.954,437.954,913.168,288,727.049,3.598,0.998,18.545,1.042,59.761,1.183,0.991,0.986
3256,9.3,27,72762.387,3560.374,9740.441,644.81,644.81,1068.55,288,774.966,4.537,0.998,22.889,1.051,89.031,1.762,0.987,0.981
3257,9.3,27,72771.492,3560.4,9751.531,645.026,645.026,1062.005,288,774.118,4.522,0.998,22.605,1.051,88.131,1.745,0.985,0.991
3258,8.206,24,50994.169,3087.466,9307.083,437.973,437.973,936.651,288,735.022,3.589,0.998,18.656,1.041,61.469,1.217,0.97,0.977
3259,2.088,6,6744.603,1383.5,6803.264,29.515,29.515,593.512,288,570.492,1.329,0.998,7.128,1.02,4.526,0.249,0.986,0.995
3260,8.206,24,50991.552,3087.37,9300.018,437.919,437.919,925.171,288,730.355,3.598,0.998,18.664,1.042,60.72,1.202,0.984,0.979
3261,2.088,6,5425.21,1394.112,6822.735,31.492,31.492,558.947,288,567.329,1.291,0.998,6.91,1.02,0,0.199,0.979,0.994
3262,2.088,6,2908.392,1358.349,6840.274,24.818,24.818,505.48,288,559.82,1.199,0.998,6.416,1.019,12.974,0.14,0.961,0.994
3263,9.3,27,72772.187,3560.422,9769.041,644.966,644.966,1084.5,288,780.967,4.503,0.998,22.567,1.05,89.842,1.778,0.967,0.988
3264,8.206,24,50994.339,3087.543,9324.919,437.953,437.953,923.104,288,736.19,3.558,0.998,18.126,1.041,59.848,1.185,0.955,1
3265,9.3,27,72763.165,3560.39,9734.871,645.062,645.062,1054.549,288,771.105,4.542,0.998,22.812,1.052,87.817,1.738,0.996,0.986
3266,2.088,6,5960.407,1350.224,6816.25,23.448,23.448,608.43,288,575.523,1.295,0.998,7.046,1.019,22.438,0.265,0.955,0.981
3267,7.148,21,38994.613,2678.064,9124.187,332.335,332.335,827.804,288,690.245,2.976,0.998,15.61,1.035,44.216,0.875,0.976,0.984
3268,1.138,3,1919.074,1313.549,6645.863,5.602,5.602,535.05,288,558.083,1.154,0.998,6.299,1.019,29.695,0.18,0.957,0.977
3269,8.206,24,50993.632,3087.481,9304.587,438.038,438.038,911.877,288,728.051,3.589,0.998,18.42,1.042,59.507,1.178,0.985,0.991
3270,1.138,3,764.846,1328.329,6642.062,6.292,6.292,473.679,288,546.389,1.113,0.998,5.985,1.019,19.291,0.11,0.976,0.989
3271,6.175,18,29761.36,2306.85,8792.226,246.018,246.018,778.091,288,666.933,2.514,0.998,13.378,1.03,34.598,0.685,0.986,0.978
3272,9.3,27,72753.514,3560.347,9720.84,644.822,644.822,1059.179,288,771.427,4.558,0.998,23.112,1.052,88.585,1.754,1,0.976
3273,6.175,18,29798.223,2307.222,8847.726,246.347,246.347,773.039,288,670.337,2.495,0.998,13.051,1.03,34.005,0.673,0.954,0.998
3274,6.175,18,29762.142,2306.775,8799.245,245.939,245.939,765.581,288,663.994,2.511,0.998,13.247,1.031,33.796,0.669,0.989,0.988
3275,3.144,9,8377.775,1386.749,7092.326,60.339,60.339,586.109,288,580.985,1.39,0.998,7.496,1.02,12.307,0.244,0.972,0.987
3276,3.144,9,8375.899,1386.739,7050.658,60.319,60.319,593.549,288,581.668,1.392,0.998,7.587,1.02,12.629,0.25,0.977,0.975
3277,6.175,18,29794.366,2307.332,8833.286,246.253,246.253,788.194,288,673.383,2.5,0.998,13.24,1.03,34.999,0.693,0.954,0.984
3278,1.138,3,3536.821,1388.636,6635.216,9.753,9.753,546.579,288,559.91,1.225,0.998,6.652,1.019,4.786,0.183,0.988,0.978
3279,4.161,12,14724.135,1547.472,7808.74,113.801,113.801,635.256,288,607.286,1.655,0.998,8.813,1.023,16.899,0.335,0.963,0.998
3280,2.088,6,5807.74,1393.854,6750.04,31.441,31.441,578.156,288,568.729,1.306,0.998,7.104,1.02,0,0.219,0.992,0.976
3281,5.14,15,21624.307,1924.328,8464.75,175.217,175.217,691.47,288,631.227,2.089,0.998,11.086,1.027,24.363,0.482,0.997,0.991
3282,5.14,15,21636.095,1924.322,8496.281,175.322,175.322,721.842,288,643.087,2.078,0.998,11.124,1.026,25.856,0.512,0.955,0.982
3283,7.148,21,38982.156,2678.077,9133.966,332.125,332.125,837.853,288,695.502,2.962,0.998,15.517,1.035,44.698,0.885,0.958,0.986
3284,7.148,21,39002.247,2678.037,9118.862,332.308,332.308,825.63,288,688.331,2.983,0.998,15.688,1.036,44.179,0.875,0.984,0.981
3285,7.148,21,39018.302,2677.917,9109.885,332.602,332.602,818.436,288,684.103,2.995,0.998,15.793,1.036,43.873,0.869,1,0.978
3286,2.088,6,6310.331,1354.347,6843.08,24.201,24.201,614.503,288,577.215,1.305,0.998,7.074,1.019,20.679,0.272,0.95,0.986
3287,7.148,21,38982.402,2678.077,9133.978,332.214,332.214,836.146,288,695.017,2.962,0.998,15.503,1.035,44.581,0.883,0.959,0.987
3288,3.144,9,8375.163,1386.734,7050.378,60.313,60.313,568.867,288,574.312,1.392,0.998,7.459,1.021,11.632,0.23,0.999,0.994
3289,7.148,21,38998.956,2678.054,9121.323,332.264,332.264,823.863,288,688.421,2.98,0.998,15.63,1.036,44.005,0.871,0.982,0.984
3290,1.138,3,2657.073,1413.768,6725.424,11.318,11.318,522.234,288,560.769,1.196,0.998,6.441,1.019,0,0.147,0.96,0.985
3291,6.175,18,29762.984,2306.742,8803.363,245.97,245.97,750.406,288,659.988,2.511,0.998,13.114,1.031,32.841,0.65,0.996,0.999
3292,5.14,15,21627.588,1924.344,8478.289,175.249,175.249,686.105,288,631.071,2.085,0.998,10.977,1.027,24.011,0.475,0.991,1
3293,1.138,3,984.725,1351.691,6635.794,7.584,7.584,470.469,288,547.006,1.125,0.998,6.056,1.019,9.104,0.098,0.982,0.985
3294,5.14,15,21626.633,1924.307,8466.128,175.21,175.21,715.491,288,638.173,2.088,0.998,11.242,1.026,25.654,0.508,0.98,0.975
3295,6.175,18,29789.607,2307.518,8815.896,246.175,246.175,776.551,288,668.543,2.506,0.998,13.247,1.03,34.392,0.681,0.972,0.986
3296,4.161,12,14722.013,1547.457,7760.116,113.756,113.756,653.531,288,610.367,1.66,0.998,9.012,1.022,17.789,0.352,0.965,0.976
3297,2.088,6,6877.684,1364.974,6757.345,26.088,26.088,603.737,288,569.519,1.328,0.998,7.173,1.02,15.008,0.268,0.995,0.989
3298,3.144,9,8375.103,1386.734,7047.194,60.307,60.307,572.038,288,575.149,1.392,0.998,7.479,1.021,11.763,0.233,0.997,0.991
3299,9.3,27,72772.728,3560.4,9747.286,644.974,644.974,1051.069,288,771.089,4.526,0.998,22.544,1.051,87.183,1.726,0.992,0.995
3300,1.138,3,2022.183,1405.481,6719.083,10.815,10.815,503.909,288,557.772,1.171,0.998,6.308,1.019,0,0.126,0.959,0.984
3301,4.161,12,14721.053,1547.46,7761.949,113.769,113.769,631.009,288,604.244,1.66,0.998,8.864,1.023,16.756,0.332,0.98,0.994
3302,6.175,18,29794.371,2307.336,8833.351,246.251,246.251,789.836,288,673.853,2.5,0.998,13.251,1.03,35.098,0.695,0.953,0.983
3303,2.088,6,2964.516,1356.905,6863.841,24.564,24.564,505.311,288,560.024,1.2,0.998,6.39,1.019,13.543,0.141,0.957,1
3304,6.175,18,29762.388,2306.829,8794.169,246.031,246.031,759.951,288,661.928,2.514,0.998,13.234,1.031,33.481,0.663,0.996,0.99
