,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
7948,volkswagen,polo,3200,2001,with mileage,250000.0,petrol,1400.0,black,mechanics,front-wheel drive,B
7949,seat,toledo,1093,1992,with mileage,400000.0,diesel,1900.0,white,mechanics,front-wheel drive,C
7950,citroen,xsara,2399,1998,with mileage,338000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C
7951,mercedes-benz,c-klass,2800,1996,with mileage,300000.0,petrol,1800.0,green,mechanics,rear drive,D
7952,citroen,xantia,1800,2000,with mileage,350000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D
7953,chevrolet,captiva,10350,2006,with mileage,226450.0,diesel,2000.0,silver,mechanics,all-wheel drive,J
7954,audi,q7,17990,2008,with mileage,153000.0,diesel,3000.0,gray,auto,all-wheel drive,J
7955,renault,sandero,9032,2016,with mileage,68337.0,petrol,1600.0,silver,auto,front-wheel drive,B
7956,volkswagen,sharan,16900,2015,with mileage,186000.0,diesel,2000.0,silver,mechanics,front-wheel drive,
7957,mercedes-benz,gl-klass,25500,2012,with mileage,220000.0,diesel,3500.0,black,auto,all-wheel drive,J
7958,fiat,brava,1500,1997,with mileage,280000.0,petrol,1600.0,gray,mechanics,front-wheel drive,C
7959,mazda,323f,1250,1996,with mileage,370000.0,petrol,1500.0,silver,mechanics,front-wheel drive,C
7960,nissan,qashqai,8990,2008,with mileage,252000.0,diesel,1500.0,black,mechanics,front-wheel drive,J
7961,audi,a4,5700,2002,with mileage,360000.0,diesel,1900.0,blue,mechanics,front-wheel drive,D
7962,volkswagen,passat,3550,2001,with mileage,323583.0,petrol,1800.0,blue,auto,front-wheel drive,D
7963,volkswagen,golf,5500,1999,with mileage,198000.0,diesel,1900.0,blue,mechanics,front-wheel drive,C
7964,mitsubishi,space-runner,1700,1998,with mileage,350000.0,petrol,1800.0,yellow,mechanics,,M
7965,volkswagen,multivan,10500,2002,with mileage,640000.0,diesel,2500.0,blue,mechanics,front-wheel drive,M
7966,peugeot,407,5200,2006,with mileage,270000.0,petrol,1800.0,black,mechanics,front-wheel drive,D
7967,bmw,5-seriya,3300,1998,with mileage,490000.0,petrol,2500.0,silver,auto,rear drive,E
7968,peugeot,3008,9250,2010,with mileage,200000.0,diesel,1600.0,gray,auto,front-wheel drive,C
7969,ford,fiesta,8900,2014,with mileage,47575.0,petrol,1000.0,blue,auto,front-wheel drive,B
7970,volkswagen,passat,7100,2009,with mileage,160000.0,petrol,1400.0,black,mechanics,front-wheel drive,D
7971,mercedes-benz,190-w201,1093,1985,with mileage,500000.0,diesel,2000.0,green,mechanics,rear drive,D
7972,tesla,model-s,39900,2013,with mileage,34000.0,electrocar,,green,auto,rear drive,
7973,mitsubishi,lancer,900,1994,with mileage,518278.0,diesel,2000.0,green,mechanics,front-wheel drive,C
7974,citroen,xsara,1300,1998,with mileage,420000.0,petrol,1600.0,gray,mechanics,front-wheel drive,C
7975,mitsubishi,galant,480,1990,with mileage,351000.0,petrol,1800.0,white,mechanics,front-wheel drive,D
7976,bmw,5-seriya,9200,2003,with mileage,357000.0,diesel,3000.0,black,auto,rear drive,E
7977,opel,astra,9900,2013,with mileage,93000.0,diesel,1300.0,white,mechanics,front-wheel drive,C
7978,peugeot,406,1300,1998,with mileage,333333.0,petrol,1800.0,green,mechanics,front-wheel drive,D
7979,ford,escort,1000,1996,with mileage,1.0,diesel,1800.0,purple,mechanics,front-wheel drive,C
7980,daewoo,lanos,1650,2001,with mileage,116580.0,petrol,1600.0,blue,auto,front-wheel drive,B
7981,nissan,almera,1100,1997,with mileage,38000.0,petrol,1600.0,black,mechanics,front-wheel drive,C
7982,renault,scenic,2350,1997,with mileage,250000.0,petrol,2000.0,purple,mechanics,front-wheel drive,M
7983,mercedes-benz,cl,5500,1999,with mileage,270000.0,petrol,5000.0,silver,auto,rear drive,F
7984,volvo,s80,6500,2002,with mileage,351000.0,diesel,2400.0,black,auto,front-wheel drive,E
7985,rover,75,3945,2001,with mileage,280000.0,diesel,2000.0,silver,mechanics,front-wheel drive,E
7986,opel,vectra,1500,1996,with mileage,420000.0,petrol,1600.0,black,mechanics,front-wheel drive,D
7987,peugeot,301,7900,2015,with mileage,55000.0,petrol,1600.0,white,mechanics,front-wheel drive,B
7988,audi,a6,10900,2008,with mileage,249000.0,petrol,2800.0,black,auto,front-wheel drive,E
7989,toyota,camry,10500,2010,with mileage,120000.0,petrol,2500.0,white,auto,front-wheel drive,D
7990,mercedes-benz,c-klass,27500,2017,with mileage,33000.0,petrol,1800.0,black,auto,rear drive,D
7991,mazda,cx-7,11899,2011,with mileage,168980.7,petrol,2500.0,purple,auto,front-wheel drive,J
7992,honda,accord,30000,2018,with mileage,200.0,petrol,1500.0,silver,auto,front-wheel drive,D
7993,nissan,pathfinder,7500,2006,with damage,200000.0,petrol,4000.0,black,auto,part-time four-wheel drive,J
7994,mercedes-benz,c-klass,2450,1995,with mileage,320000.0,petrol,1800.0,silver,mechanics,rear drive,D
7995,toyota,carina,10000,1985,with mileage,224000.0,petrol,1600.0,silver,mechanics,rear drive,E
7996,volkswagen,passat,1200,1988,with mileage,358759.0,petrol,1800.0,white,mechanics,front-wheel drive,D
7997,toyota,corolla,6900,2008,with mileage,162000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C
7998,saab,9-3,4990,2004,with mileage,355000.0,diesel,2200.0,gray,mechanics,front-wheel drive,D
7999,nissan,murano,11500,2009,with mileage,193120.8,petrol,3500.0,silver,auto,part-time four-wheel drive,J
8000,seat,cordoba,900,1998,with mileage,250000.0,petrol,1800.0,blue,mechanics,front-wheel drive,B
8001,peugeot,407,5150,2005,with mileage,298000.0,diesel,1600.0,burgundy,mechanics,front-wheel drive,D
8002,lada-vaz,2101,450,1979,with mileage,27000.0,petrol,1300.0,orange,mechanics,rear drive,B
8003,opel,corsa,4250,2007,with mileage,280000.0,diesel,1300.0,black,mechanics,front-wheel drive,B
8004,lifan,x70,15650,2018,with mileage,20100.0,petrol,2000.0,blue,mechanics,front-wheel drive,
8005,volkswagen,passat,10050,2010,with mileage,175000.0,diesel,1600.0,silver,mechanics,front-wheel drive,D
8006,honda,cr-v,7550,2003,with mileage,220000.0,petrol,2000.0,black,mechanics,part-time four-wheel drive,J
8007,renault,megane,1212,1996,with mileage,384520.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,C
8008,peugeot,406,3000,1998,with mileage,273000.0,petrol,2000.0,blue,auto,front-wheel drive,D
8009,mercedes-benz,s-klass,2300,1983,with mileage,400000.0,diesel,3000.0,gray,mechanics,rear drive,S
8010,audi,a4,7500,2005,with mileage,330000.0,diesel,2000.0,blue,auto,front-wheel drive,D
8011,volkswagen,caravelle,4000,1991,with mileage,673.0,diesel,1900.0,burgundy,mechanics,,M
8012,rover,600,1100,1997,with mileage,277000.0,diesel,2000.0,green,mechanics,front-wheel drive,E
8013,hyundai,santamo,2650,1999,with mileage,333.0,petrol,2000.0,green,mechanics,front-wheel drive,
8014,seat,leon,11999,2015,with mileage,137000.0,petrol,1400.0,black,auto,front-wheel drive,C
8015,ford,escort,650,1995,with mileage,300000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,C
8016,mercedes-benz,c-klass,4500,1999,with mileage,350000.0,diesel,2200.0,black,mechanics,rear drive,D
8017,volkswagen,passat,2290,1993,with mileage,475467.0,diesel,1900.0,blue,mechanics,front-wheel drive,D
8018,fiat,punto,2450,2001,with mileage,219000.0,petrol,1200.0,gray,mechanics,front-wheel drive,B
8019,skoda,octavia,10350,2010,with mileage,267000.0,diesel,1900.0,black,mechanics,front-wheel drive,C
8020,ford,c-max,6950,2008,with mileage,220000.0,diesel,1600.0,gray,mechanics,front-wheel drive,M
8021,volkswagen,vento,1426,1992,with mileage,286006.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,
8022,opel,vectra,879,1989,with mileage,125475.0,petrol,2000.0,other,mechanics,front-wheel drive,D
8023,honda,civic,1650,1995,with mileage,270000.0,petrol,1500.0,gray,mechanics,front-wheel drive,C
8024,volkswagen,touareg,13400,2009,with mileage,136500.0,diesel,2500.0,black,auto,all-wheel drive,J
8025,ford,mondeo,2750,2001,with mileage,389000.0,diesel,2000.0,other,mechanics,front-wheel drive,D
8026,nissan,almera,2050,1998,with mileage,290000.0,petrol,1400.0,green,mechanics,front-wheel drive,C
8027,rover,400,900,1996,with mileage,276000.0,petrol,2000.0,gray,mechanics,,B
8028,volkswagen,sharan,3500,1997,with mileage,561.0,diesel,1900.0,white,mechanics,front-wheel drive,
8029,audi,a4,9100,2009,with mileage,200000.0,petrol,1800.0,black,auto,front-wheel drive,D
8030,volkswagen,jetta,8062,2014,with mileage,259000.0,petrol,1400.0,blue,mechanics,,C
8031,volkswagen,passat,3550,1996,with mileage,361000.0,diesel,1900.0,green,mechanics,front-wheel drive,D
8032,audi,a4,10299,2011,with mileage,120000.0,petrol,1800.0,white,auto,front-wheel drive,D
8033,seat,toledo,1150,1992,with mileage,330000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C
8034,renault,espace,2400,1997,with mileage,300.0,petrol,2000.0,blue,mechanics,front-wheel drive,J
8035,nissan,qashqai,9400,2010,with mileage,237000.0,diesel,1500.0,silver,mechanics,front-wheel drive,J
8036,ford,ka,1800,1997,with mileage,72000.0,petrol,1300.0,purple,mechanics,front-wheel drive,A
8037,kia,clarus,850,1997,with mileage,341000.0,petrol,2000.0,gray,mechanics,front-wheel drive,D
8038,nissan,primera,2400,1999,with mileage,275000.0,diesel,2000.0,red,mechanics,front-wheel drive,D
8039,audi,80,2010,1987,with mileage,300000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D
8040,rover,400,2500,1999,with mileage,210000.0,petrol,1600.0,blue,mechanics,front-wheel drive,B
8041,volkswagen,transporter,9000,2004,with mileage,494565.0,diesel,2500.0,silver,mechanics,front-wheel drive,M
8042,renault,grand-scenic,9595,2014,with mileage,192500.0,diesel,1500.0,silver,mechanics,front-wheel drive,
8043,volvo,s80,13950,2011,with mileage,145000.0,petrol,3200.0,black,auto,all-wheel drive,E
8044,audi,a6,5850,1999,with mileage,322000.0,diesel,1900.0,black,mechanics,front-wheel drive,E
8045,nissan,terrano,3500,1994,with mileage,430000.0,diesel,2700.0,green,mechanics,part-time four-wheel drive,J
8046,lada-vaz,2106,550,1991,with mileage,86134.0,petrol,1300.0,other,mechanics,rear drive,B
8047,kia,sorento,4500,2002,with mileage,307000.0,diesel,2500.0,green,mechanics,part-time four-wheel drive,J
8048,honda,civic,16500,2016,with mileage,33796.14,petrol,1500.0,blue,auto,front-wheel drive,C
8049,renault,clio,4600,2009,with mileage,135000.0,diesel,1500.0,white,mechanics,front-wheel drive,B
8050,seat,toledo,1600,1993,with mileage,244000.0,petrol,1800.0,red,mechanics,front-wheel drive,C
8051,renault,scenic,2500,1998,with mileage,330000.0,petrol,1600.0,purple,mechanics,front-wheel drive,M
8052,ford,galaxy,4600,2000,with mileage,275000.0,diesel,1900.0,blue,mechanics,front-wheel drive,M
8053,kia,sorento,5500,2005,with mileage,249447.7,petrol,3500.0,other,auto,rear drive,J
8054,nissan,juke,9600,2011,with mileage,90000.0,petrol,1600.0,black,mechanics,front-wheel drive,J
8055,volvo,s80,9500,2012,with mileage,158000.0,petrol,1600.0,black,auto,front-wheel drive,E
8056,renault,scenic,7800,2010,with mileage,90000.0,petrol,1598.0,gray,mechanics,,M
8057,ford,fusion,4000,2003,with mileage,255520.0,diesel,1400.0,silver,mechanics,front-wheel drive,M
8058,bmw,5-seriya,3999,2000,with mileage,330000.0,diesel,2000.0,black,mechanics,rear drive,E
8059,infiniti,fx,12000,2008,with mileage,254275.72,petrol,3500.0,black,auto,rear drive,
8060,volkswagen,golf,7000,2005,with mileage,166000.0,diesel,1900.0,gray,auto,front-wheel drive,C
8061,subaru,forester,7600,2007,with mileage,201800.0,petrol,2500.0,silver,auto,all-wheel drive,J
8062,infiniti,fx,19500,2010,with mileage,108000.0,petrol,3700.0,brown,auto,part-time four-wheel drive,
8063,mercedes-benz,glk,15500,2009,with mileage,91000.0,petrol,3500.0,black,auto,all-wheel drive,J
8064,volvo,xc90,9200,2005,with mileage,240000.0,petrol,2500.0,purple,auto,all-wheel drive,J
8065,volvo,v40,2300,1997,with mileage,435000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C
8066,volvo,xc90,10000,2006,with mileage,250000.0,petrol,2500.0,blue,auto,front-wheel drive,J
8067,volkswagen,golf,4000,2001,with mileage,338000.0,petrol,1400.0,black,mechanics,front-wheel drive,C
8068,opel,zafira,5350,2003,with mileage,330000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M
8069,volkswagen,passat,10500,2011,with mileage,245000.0,diesel,1600.0,brown,mechanics,front-wheel drive,D
8070,volkswagen,passat,7200,2008,with mileage,124000.0,petrol,1400.0,black,mechanics,front-wheel drive,D
8071,nissan,murano,7000,2005,with mileage,205433.0,petrol,3500.0,silver,auto,part-time four-wheel drive,J
8072,citroen,c5,4950,2004,with mileage,290000.0,petrol,2000.0,blue,auto,front-wheel drive,D
8073,porsche,cayenne,170000,2018,with mileage,1020.0,petrol,4000.0,black,auto,all-wheel drive,J
8074,renault,25,700,1986,with mileage,500000.0,diesel,2100.0,silver,mechanics,front-wheel drive,E
8075,citroen,berlingo,2800,2004,with mileage,280000.0,petrol,1400.0,blue,mechanics,front-wheel drive,M
8076,geely,emgrand-7,7606,2014,with mileage,45200.0,petrol,2000.0,black,mechanics,,
8077,mercedes-benz,e-klass,4300,1998,with mileage,1111111.0,diesel,2500.0,black,mechanics,rear drive,E
8078,toyota,picnic,3200,1997,with mileage,530000.0,diesel,2200.0,blue,mechanics,front-wheel drive,
8079,audi,a6,5850,2003,with mileage,360000.0,diesel,2500.0,silver,auto,front-wheel drive,E
8080,volkswagen,touareg,8600,2004,with mileage,247000.0,diesel,2500.0,gray,auto,all-wheel drive,J
8081,nissan,vanette,1300,1991,with mileage,350000.0,diesel,2000.0,gray,mechanics,front-wheel drive,
8082,toyota,corolla,15500,2014,with mileage,32000.0,petrol,1598.0,gray,mechanics,front-wheel drive,C
8083,bmw,3-seriya,800,1993,with damage,300000.0,petrol,1600.0,black,mechanics,rear drive,D
8084,mercedes-benz,s-klass,14990,2007,with mileage,210000.0,petrol,4500.0,black,auto,all-wheel drive,S
8085,hyundai,terracan,7199,2005,with mileage,366000.0,diesel,2900.0,blue,mechanics,part-time four-wheel drive,J
8086,audi,80,1450,1989,with mileage,360000.0,petrol,1800.0,burgundy,mechanics,front-wheel drive,D
8087,volkswagen,tiguan,11300,2009,with mileage,158000.0,diesel,2000.0,white,auto,part-time four-wheel drive,J
8088,mercedes-benz,e-klass,16500,2010,with mileage,250000.0,diesel,2200.0,black,auto,rear drive,E
8089,toyota,camry,11600,2007,with mileage,298000.0,petrol,3500.0,black,auto,front-wheel drive,D
8090,skoda,fabia,5500,2009,with mileage,170000.0,diesel,1400.0,gray,mechanics,front-wheel drive,B
8091,volvo,xc90,8300,2004,with mileage,288071.86,petrol,2500.0,black,auto,part-time four-wheel drive,J
8092,ford,mondeo,3600,2002,with mileage,250000.0,diesel,2000.0,silver,mechanics,front-wheel drive,D
8093,renault,laguna,3300,2002,with mileage,265170.0,diesel,1900.0,silver,mechanics,front-wheel drive,D
8094,audi,a4,3200,1996,with mileage,40000.0,diesel,1900.0,white,mechanics,front-wheel drive,D
8095,mercedes-benz,g-klass,21700,2002,with mileage,180000.0,petrol,5000.0,black,auto,all-wheel drive,J
8096,honda,fit,6399,2010,with mileage,128747.2,petrol,1500.0,gray,auto,,B
8097,mercedes-benz,a-klass,3300,2000,with mileage,300000.0,petrol,1600.0,black,mechanics,front-wheel drive,A
8098,uaz,patriot,6000,2008,with mileage,120000.0,petrol,2700.0,green,mechanics,part-time four-wheel drive,J
8099,mazda,323f,2500,2000,with mileage,217000.0,petrol,1500.0,silver,mechanics,front-wheel drive,C
8100,land-rover,range-rover-sport,22000,2010,with mileage,139165.0,diesel,3000.0,white,auto,,J
8101,volkswagen,transporter,1000,1987,with mileage,400000.0,diesel,1600.0,green,mechanics,,M
8102,renault,laguna,3800,2002,with mileage,319000.0,diesel,1900.0,black,mechanics,front-wheel drive,D
8103,hyundai,terracan,6500,2002,with mileage,305000.0,diesel,2900.0,purple,mechanics,part-time four-wheel drive,J
8104,fiat,stilo,3500,2004,with mileage,370000.0,diesel,1910.0,silver,mechanics,front-wheel drive,C
8105,renault,grand-scenic,4500,2004,with mileage,267000.0,diesel,1500.0,red,mechanics,front-wheel drive,
8106,mitsubishi,pajero,8000,2002,with mileage,245740.0,diesel,3400.0,silver,auto,part-time four-wheel drive,J
8107,ford,maverick,4950,2001,with mileage,220000.0,petrol,2000.0,blue,mechanics,,
8108,peugeot,308,5400,2008,with mileage,178000.0,petrol,1600.0,black,mechanics,front-wheel drive,C
8109,mercedes-benz,s-klass,5300,2003,with mileage,450000.0,petrol,3700.0,black,auto,rear drive,S
8110,renault,scenic,2600,1998,with mileage,0.0,petrol,2000.0,blue,mechanics,front-wheel drive,M
8111,rover,600,1900,1998,with mileage,362.0,petrol,1800.0,blue,mechanics,front-wheel drive,E
8112,opel,vectra,2750,2000,with mileage,324225.0,diesel,2000.0,silver,mechanics,front-wheel drive,D
8113,fiat,marea,1200,1997,with mileage,200000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,C
8114,skoda,superb,11300,2012,with mileage,131000.0,petrol,1800.0,black,auto,front-wheel drive,D
8115,honda,accord,17493,2013,with mileage,150000.0,petrol,2400.0,white,auto,front-wheel drive,D
8116,hyundai,solaris,10600,2017,with mileage,57000.0,petrol,1600.0,gray,mechanics,front-wheel drive,B
8117,mercedes-benz,a-klass,3800,2004,with mileage,171000.0,petrol,1600.0,blue,auto,front-wheel drive,A
8118,opel,vectra,5300,2003,with mileage,311000.0,petrol,2200.0,black,mechanics,front-wheel drive,D
8119,ford,focus,3150,2003,with mileage,181855.42,petrol,2000.0,other,mechanics,front-wheel drive,C
8120,peugeot,206,1900,1999,with mileage,267500.0,petrol,1400.0,blue,mechanics,front-wheel drive,B
8121,gaz,69,1000,1968,with mileage,100.0,petrol,2700.0,green,mechanics,part-time four-wheel drive,
8122,saab,9000,500,1989,with mileage,300000.0,petrol,2000.0,silver,mechanics,front-wheel drive,E
8123,volvo,s80,10410,2010,with mileage,149000.0,petrol,2500.0,blue,auto,front-wheel drive,E
8124,mazda,3,6700,2008,with mileage,228000.0,petrol,2000.0,gray,mechanics,front-wheel drive,C
8125,citroen,berlingo,1800,2002,with mileage,410000.0,petrol,1400.0,silver,mechanics,front-wheel drive,M
8126,audi,a6,10450,2007,with mileage,260000.0,diesel,2700.0,gray,auto,front-wheel drive,E
8127,bmw,3-seriya,4700,1999,with mileage,450000.0,petrol,2500.0,black,mechanics,rear drive,D
8128,mazda,6,5300,2006,with mileage,277818.0,petrol,2000.0,silver,mechanics,front-wheel drive,D
8129,renault,scenic,2000,1997,with mileage,370000.0,petrol,1600.0,blue,mechanics,front-wheel drive,M
8130,nissan,murano,14350,2011,with mileage,79000.0,petrol,3500.0,brown,auto,part-time four-wheel drive,J
8131,toyota,avensis,3500,2000,with mileage,272000.0,petrol,1600.0,red,mechanics,front-wheel drive,D
8132,kia,optima,13200,2012,with mileage,100000.0,diesel,1700.0,gray,mechanics,front-wheel drive,D
8133,citroen,c3,3100,2003,with mileage,171000.0,petrol,1600.0,other,auto,,B
8134,volkswagen,golf,5350,2002,with mileage,150000.0,petrol,1600.0,black,mechanics,front-wheel drive,C
8135,kia,sportage,15990,2014,with mileage,89000.0,petrol,2000.0,orange,auto,all-wheel drive,J
8136,ford,escort,350,1992,with mileage,350000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C
8137,mini,cooper,14600,2015,with mileage,31000.0,petrol,1500.0,red,auto,front-wheel drive,A
8138,peugeot,207,5500,2010,with mileage,1580000.0,petrol,1360.0,burgundy,auto,front-wheel drive,B
8139,mazda,626,450,1991,with mileage,419000.0,petrol,2000.0,silver,mechanics,front-wheel drive,C
8140,bmw,3-seriya,3700,2001,with mileage,350000.0,diesel,2000.0,black,auto,rear drive,D
8141,mercedes-benz,s-klass,30999,2012,with mileage,70328.0,petrol,3500.0,black,auto,all-wheel drive,S
